Turbine identifier (GSRN),Date of original connection to grid,Capacity (kW),Rotor diameter (m),Hub height (m),Manufacture,Model,Local authority no,"Local authority
name",Type of location,Cadastral district,Cadastral no.,"X (east) coordinate
UTM 32 Euref89","Y (north) coordinate
UTM 32 Euref89",Origin of coordinates,Distribution company installation number
570715000000052750,4/24/97,600,43,44.5,Ukendt,Ukendt,479,Svendborg,LAND,"Egense By, Egense",18a,595990.589999999,6100564.05999999,SDFE2018,50736
570715000000052767,8/19/99,600,44,45,Ukendt,Ukendt,479,Svendborg,LAND,"Egense By, Egense",8a,596821.56,6101956.38999999,SDFE2018,50737
570715000000052774,11/13/00,1000,54.2,48,Ukendt,Ukendt,479,Svendborg,LAND,"Brudager By, Brudager",3e,608286.729999999,6108873.42999999,SDFE2018,50738
570715000000052781,11/14/00,1000,54.2,48,Ukendt,Ukendt,479,Svendborg,LAND,"Brudager By, Brudager",3e,608137.14,6109086.53,SDFE2018,50739
570715000000052804,11/15/00,600,44,45,BONUS,600 - MK lV,479,Svendborg,LAND,"Egense By, Egense",7b,596872.239999999,6101789.45,SDFE2018,50740
570715000000052811,11/15/00,600,44,45,BONUS,600 - MK lV,479,Svendborg,LAND,"Egense By, Egense",8a,596773.5,6102119.67999999,SDFE2018,50740
570715000000054648,6/16/00,800,50,50,Nordex,N 50/800,479,Svendborg,LAND,"Ellerup By, Gudbjerg",3a,602491.54,6115932.11,SDFE2018,99212
570715000000055041,12/15/00,900,52,49,NEG Micon,NM 52/900-200,479,Svendborg,LAND,"Ellerup By, Gudbjerg",13a,607434.02,6114605.11,SDFE2018,99244
570715000000055065,12/21/00,900,52,49,NEG Micon,NM 52/900,479,Svendborg,LAND,"Gudbjerg By, Gudbjerg",8a,605984.4,6112043.84999999,SDFE2018,99245
570715000000055072,12/21/00,900,52,49,NEG Micon,NM 52/900,479,Svendborg,LAND,"Gudbjerg By, Gudbjerg",7a,606149.439999999,6112137.78,SDFE2018,99245
570715000000055089,12/21/00,660,47,50,Vestas Wind Systems A/S,V 47-660,479,Svendborg,LAND,"Mullerup hgd., Gudbjerg",1k,601997.01,6112782.98,SDFE2018,99246
570715000000055157,12/21/00,660,47,50,Vestas Wind Systems A/S,V 47-660,479,Svendborg,LAND,"Mullerup Hgd., Gudbjerg",1k,601817.199999999,6112905.13999999,SDFE2018,99253
570715000000055164,1/2/00,660,47,50,Vestas Wind Systems A/S,V 47-660,479,Svendborg,LAND,"Mullerup Hgd., Gudbjerg",1k,601637.65,6113029.80999999,SDFE2018,99254
570715000000055171,12/11/00,900,52,49,NEG Micon,NM 52/900,479,Svendborg,LAND,"Ellerup By, gudbjerg",13a,607452.109999999,6114427.07,SDFE2018,99255
570715000000055188,12/11/00,900,47,50,NEG Micon,NM 52/900,479,Svendborg,LAND,"Galdbjerg By, Galdbjerg",9h,607467.28,6114247.13999999,SDFE2018,99256
570715000000055478,11/1/96,600,44,50,BONUS,600 - MK lll,479,Svendborg,LAND,Gundestrup by,4a,589756.05,6106588.21999999,SDFE2018,13087
570715000000055485,11/1/96,600,44,50,BONUS,600 - MK lll,479,Svendborg,LAND,Gundestrup by,4b,589479.8,6106631.41999999,SDFE2018,13086
570715000000055492,11/1/96,600,44,50,Vestas Wind Systems A/S,V 44,479,Svendborg,LAND,Gundestrup by,3a,590533.92,6106067.83,SDFE2018,13088
570715000000055508,12/16/96,600,44,50,Vestas Wind Systems A/S,V 44,479,Svendborg,LAND,Gundestrup by,3b,590533.91,6106253.63999999,SDFE2018,1945
570715000000055522,8/18/98,600,44,50,BONUS,600 - MK lll,479,Svendborg,LAND,Gundestrup by,3,589581.209999999,6106370.86,SDFE2018,13205
570715000000056369,5/6/02,600,43,45,Nordex,N 43/600 - MK lll,479,Svendborg,LAND,Tved By,12a,603678.76,6107013.5,SDFE2018,50741
570715000000056376,5/6/02,600,43,45,Nordex,N 43/600 - MK lll,479,Svendborg,LAND,Tved By,12a,603626.589999999,6107191.92999999,SDFE2018,50741
570715000000060557,12/15/02,600,43,45,Nordex,N 43/600 - MK lll,479,Svendborg,LAND,Tved By,14g,603576.28,6107366.4,SDFE2018,50741
570715000000060564,12/20/02,900,52,49,NEG Micon,NM 52/900,479,Svendborg,LAND,Klingstrup Hdg. Skårup,1a,607305.65,6107644.25,SDFE2018,50742
570715000000060571,12/20/02,900,52,49,NEG Micon,NM 52/900,479,Svendborg,LAND,Klingstrup Hdg. Skårup,1a,607572.859999999,6107726.53,SDFE2018,50743
570715000000060588,12/20/02,900,52,49,NEG Micon,NM 52/900,479,Svendborg,LAND,Klingstrup Hdg. Skårup,1c,607840.109999999,6107809.00999999,SDFE2018,50744
570715000000060595,12/20/02,850,52,49,Vestas Wind Systems A/S,V 52-850,479,Svendborg,LAND,"Holmdrup by, Skårup",3c,604979.38,6106948.65,SDFE2018,50745
570715000000060601,12/20/02,850,52,49,Vestas Wind Systems A/S,V 52-850,479,Svendborg,LAND,"Holmdrup by, Skårup",1a,604907.199999999,6107138.86,SDFE2018,50746
570715000000060618,12/20/02,850,52,49,Vestas Wind Systems A/S,V 52-850,479,Svendborg,LAND,"Holmdrup by, Skårup",1a,604840.989999999,6107328.37999999,SDFE2018,50747
570715000000060625,12/20/02,900,52,54,NEG Micon,NM 52/900,479,Svendborg,LAND,Løjtved Hovedgd. Stenstrup,3a,594422.16,6110946.08999999,SDFE2018,50748
570715000000060632,12/20/02,900,52,54,NEG Micon,NM 52/900,479,Svendborg,LAND,Løjtved Hovedgd. Stenstrup,3a,594539.18,6110719.23,SDFE2018,50749
570715000000060649,12/20/02,900,52,54,NEG Micon,NM 52/900,479,Svendborg,LAND,Løjtved Hovedgd. Stenstrup,4,594284.989999999,6110730.00999999,SDFE2018,50750
570715000000064531,12/17/02,600,43,45,Nordex,N 43 - MK lll,479,Svendborg,LAND,"Lundby By, Landet",10g,603347.449999999,6094588.21999999,SDFE2018,50751
570715000000088391,10/9/09,2300,93,80,SIEMENS,SWT 2.3-93,479,Svendborg,LAND,"Vårø By, Bjerreby",9d,601384.079999999,6092211.13999999,SDFE2018,50752
570715000000088407,10/9/09,2300,93,80,SIEMENS,SWT 2.3-93,479,Svendborg,LAND,"Hellev By, Bjerreby",2a,601109.28,6092491.88999999,SDFE2018,50753
570715000001437129,2/20/15,10,13,18.2,Gaia-Wind Ltd,Gaia Wind 133-10 kW,479,Svendborg,Land,,,596285.75,6108068.96999999,SDFE2018,
570715000001439086,12/13/13,25,10,19,Ukendt,Ukendt,479,Svendborg,Land,,,610289.78,6107209.30999999,SDFE2018,
570715000001447623,4/30/15,10,13,18.2,Gaia-Wind Ltd,Gaia Wind 133-10 kW,479,Svendborg,Land,,,604842.3,6106177.5,SDFE2018,
570715000001456540,12/8/15,10,7.1,21.4,Ukendt,Ukendt,479,Svendborg,Land,,,607333.339999999,6103789.32,SDFE2018,
570715000001457097,4/12/16,10,13,18.4,Gaia-Wind Ltd,Gaia Wind 133-10 kW,479,Svendborg,Land,,,598106.05,6094162.50999999,SDFE2018,
570715000001457127,4/12/16,10,13,18.4,Gaia-Wind Ltd,Gaia Wind 133-10 kW,479,Svendborg,Land,,,597954.77,6095059.61,SDFE2018,
570715000001589897,12/20/17,900,61,46,EWT B.V.,DW61-900kW,479,Svendborg,LAND,Skiftekær Vindmøllelaug IS vPeter Bundsgaard Rasmussen,19a,597836.56,6093430.58999999,SDFE2018,803594
570715000001589927,1/4/18,900,61,46,EWT B.V.,DW61-900kW,479,Svendborg,LAND,Gårdejer Peter Bay Knudsen,18d,597830.05,6093580.12,SDFE2018,35637
571313154314482116,9/11/14,850,52,54,Vestas Wind Systems A/S,V 52,479,Svendborg,LAND,"Ellerup By, Gudbjerg",3a,602554.989999999,6115767.67999999,SDFE2018,144821
571313154317942617,12/22/15,10,13,18.2,Gaia-Wind Ltd,Gaia Wind 133-10 kW,479,Svendborg,Land,,,592943.31,6111543.94,SDFE2018,
570715000000052859,10/31/96,11,13,18.2,Ukendt,Ukendt,480,Nordfyns,Land,,,587092.859999999,6151117.87,SDFE2018,
570715000000052941,10/1/82,15,10.8,18,Ukendt,Ukendt,480,Nordfyns,Land,,,572651.25,6155158.48,"GST, 18-02-2013",
570715000000053412,4/29/97,600,44,50,Vestas Wind Systems A/S,V 44-600,480,Nordfyns,LAND,"Agernæs By, Kogsbølle",4k,585177.01,6160678.12999999,SDFE2018,99104
570715000000053429,7/7/97,600,44,45,BONUS,600 - MK lll,480,Nordfyns,LAND,"Sdr. Esterbølle By, Særslev",6b,573686.3,6150873.2,SDFE2018,99105
570715000000053450,10/1/97,600,43,50,Ukendt,Ukendt,480,Nordfyns,LAND,"Ullerup By, Skamby",3c,577942.31,6152104.13999999,SDFE2018,99108
570715000000053467,10/1/97,600,43,50,Ukendt,Ukendt,480,Nordfyns,LAND,"Ullerup By, Skamby",3d,577961.369999999,6151680,SDFE2018,99108
570715000000053474,10/6/97,600,43,50,Ukendt,Ukendt,480,Nordfyns,LAND,"Ullerup By, Skamby",3c,578151.25,6152146.15,SDFE2018,99108
570715000000053498,10/3/97,600,43,50,Ukendt,Ukendt,480,Nordfyns,LAND,"Ullerup By, Skamby",3g,578159.979999999,6151934.54999999,SDFE2018,99109
570715000000053504,10/3/97,600,43,50,Ukendt,Ukendt,480,Nordfyns,LAND,"Ullerup By, Skamby",3f,577951.67,6151892.37999999,SDFE2018,99109
570715000000053566,12/23/97,660,47,50,Vestas Wind Systems A/S,V 47-660,480,Nordfyns,LAND,"Ørritslevgård, Otterup",1a,589376.699999999,6155183.48,SDFE2018,99115
570715000000053573,6/16/99,660,47,50,Vestas Wind Systems A/S,V 47-660,480,Nordfyns,LAND,"Ørritslevgård, Otterup",1a,589382.719999999,6154878.41,SDFE2018,99115
570715000000053634,2/19/98,600,44,45,BONUS,600 - MK lV,480,Nordfyns,LAND,"Hemmeslev By, Særslev",6a,573833.56,6150684.91,SDFE2018,99120
570715000000053641,2/19/98,600,44,50,BONUS,600 - MK lV,480,Nordfyns,LAND,"Hemmerslev By, Særslev",5p,573821.02,6150985.54999999,SDFE2018,99121
570715000000053665,6/8/98,600,44,55,Vestas Wind Systems A/S,V 44-600,480,Nordfyns,LAND,"Den indæmmede Strand, Krogsbølle",1bz,585138.93,6160482.58999999,SDFE2018,99124
570715000000053689,7/14/98,660,45,47,Vestas Wind Systems A/S,V 47-660,480,Nordfyns,LAND,"Nr. Højrup By, Nr. Højrup",2a,579296.209999999,6156454.53,SDFE2018,99125
570715000000053696,7/14/98,660,45,47,Vestas Wind Systems A/S,V 47-660,480,Nordfyns,LAND,"Nr. Højrup By, Nr. Højrup",2a,579269.209999999,6156259.98,SDFE2018,99125
570715000000053702,7/14/98,660,47,47,Vestas Wind Systems A/S,V 47-660,480,Nordfyns,LAND,"Nr. Højrup By, Nr. Højrup",2a,579241.959999999,6156065.71999999,SDFE2018,99125
570715000000053894,1/14/99,750,48,50,NEG Micon,NM 750-200/48,480,Nordfyns,LAND,"Uggerslev By, Uggerslev",12m,581817.17,6156574.99,SDFE2018,99145
570715000000053900,1/12/99,750,48,50,NEG Micon,NM 750-200/48,480,Nordfyns,LAND,"Uggerslev By, Uggerslev",12n,581801.229999999,6156406.09999999,SDFE2018,99145
570715000000053917,1/12/99,750,48,50,NEG Micon,NM 750-200/48,480,Nordfyns,LAND,"Uggerslev By, Uggerslev",20k,581782.25,6156238.91999999,SDFE2018,99145
570715000000053979,5/12/99,750,48,50,NEG Micon,NM 750-200/48,480,Nordfyns,LAND,"Emmelev By, Hjadstrup",4a,585924.39,6156018.54,SDFE2018,99148
570715000000053986,5/12/99,750,48,50,NEG Micon,NM 750-200/48,480,Nordfyns,LAND,"Emmelev By, Hjadstrup",4a,586174.819999999,6155892.74,SDFE2018,99148
570715000000053993,5/12/99,750,48,50,NEG Micon,NM 750-200/48,480,Nordfyns,LAND,"Emmelev By, Hjadstrup",4a,586425.64,6155768.16999999,SDFE2018,99148
570715000000054433,10/14/99,750,48,50,NEG Micon,NM 750-200/48,480,Nordfyns,LAND,"Egense By, Norup",17c,589699.199999999,6156760.83999999,SDFE2018,99203
570715000000054440,8/24/99,750,48,50,NEG Micon,NM 750-200/48,480,Nordfyns,LAND,"Egense By, Norup",17a,589433.839999999,6156722.88999999,SDFE2018,99203
570715000000054457,10/15/99,750,48,50,NEG Micon,NM 750-200/48,480,Nordfyns,LAND,"Norup Strand, Norup",2eo,589365.29,6156982.00999999,SDFE2018,99203
570715000000054518,8/21/00,800,50,50,Nordex,N 50/800,480,Nordfyns,LAND,"Gyrup By, Hjadstrup",1a,583983.219999999,6154693.50999999,SDFE2018,99208
570715000000054525,8/21/00,800,50,50,Nordex,N 50/800,480,Nordfyns,LAND,"Gyrup By, Hjadstrup",1a,583938.81,6154835.58,SDFE2018,99208
570715000000054563,4/6/00,750,48,50,NEG Micon,NM 750-200/48,480,Nordfyns,LAND,Roerslev By. Nr. Nærå,4f,584583.51,6158277.79999999,SDFE2018,101192
570715000000054570,7/6/00,750,48,50,NEG Micon,NM 750-200/48,480,Nordfyns,LAND,Roerslev By. Nr. Nærå,4f,584389.699999999,6158262.87999999,SDFE2018,101193
570715000000054587,12/28/99,750,48,50,NEG Micon,NM 750-200/48,480,Nordfyns,LAND,Roerslev By. Nr. Nærå,6d,584195.339999999,6158248.17999999,SDFE2018,101194
570715000000054600,4/18/00,800,50,50,Nordex,N 50/800,480,Nordfyns,LAND,"Toderup By, Særslev",2a,572926.709999999,6153949.48,SDFE2018,99211
570715000000054617,4/18/00,800,50,50,Nordex,N 50/800,480,Nordfyns,LAND,"Toderup By, Særslev",2d,573009.819999999,6153727.34999999,SDFE2018,99211
570715000000054730,11/9/00,800,50,50,Nordex,N 50/800,480,Nordfyns,LAND,"Moderup By, Særslev",8c,572227.31,6151967.75,SDFE2018,99217
570715000000054747,11/6/00,800,50,50,Nordex,N 50/800,480,Nordfyns,LAND,"Moderup By, Særslev",8c,571991.4,6152160.9,SDFE2018,99217
570715000000060731,12/18/02,800,50,50,Nordex,N 50/800,480,Nordfyns,LAND,Gyrup By,1a,583893.609999999,6154977.45999999,SDFE2018,99208
571313154314609315,12/22/15,10,13,18,Gaia-Wind Ltd,Gaia Wind 133-10 kW,480,Nordfyns,Land,,,573291.52,6151776.65,SDFE2018,
571313154317890017,7/1/15,25,14,18,Solid Wind Power A/S,SWP25-14TG20,480,Nordfyns,Land,,,,,Stamdata,
571313154317919817,10/21/15,10,7.1,21.4,Ukendt,Ukendt,480,Nordfyns,Land,,,,,Stamdata,
570715000000051531,12/5/97,600,44,50,Vestas Wind Systems A/S,V 44-600,482,Langeland,LAND,"Skrøbelev By, Skrøbelev",7a,612870.319999999,6087811.91999999,SDFE2018,1716101
570715000000051548,11/13/97,600,43,50,Ukendt,Ukendt,482,Langeland,LAND,"Skrøbelev By, Skrøbelev",8f,612901.589999999,6087674.13999999,SDFE2018,1716207
570715000000051555,1/8/99,750,48,50,NEG Micon,NM 750-200/48,482,Langeland,LAND,"Skrøbelev By, Skrøbelev",16c,611818.04,6089483.5,SDFE2018,1756151
570715000000051562,8/20/98,750,48,50,NEG Micon,NM 750-200/48,482,Langeland,LAND,"Skrøbelev By, Skrøbelev",6a,611915.469999999,6088300.76999999,SDFE2018,1756222
570715000000051579,11/25/97,600,43,50,Ukendt,Ukendt,482,Langeland,LAND,"Skrøbelev By, Skrøbelev",12a,612979.469999999,6088970.08,SDFE2018,1756289
570715000000051586,11/19/98,660,47,50,Vestas Wind Systems A/S,V 47-660,482,Langeland,LAND,"Skrøbelev By, Skrøbelev",14e,613930.41,6089003.03,SDFE2018,1756331
570715000000051593,11/25/97,600,43,50,Ukendt,Ukendt,482,Langeland,LAND,"Skrøbelev By, Skrøbelev",12a,612894.579999999,6089172.7,SDFE2018,1756489
570715000000051609,11/20/98,660,47,50,Vestas Wind Systems A/S,V 47-660,482,Langeland,LAND,"Skrøbelev By, Skrøbelev",13p,614051.689999999,6088538.95,SDFE2018,1756531
570715000000051616,11/20/98,660,47,50,Vestas Wind Systems A/S,V 47-660,482,Langeland,LAND,"Skrøbelev By, Skrøbelev",13n,614010.64,6088692.66999999,SDFE2018,1756731
570715000000051623,11/20/98,660,47,50,Vestas Wind Systems A/S,V 47-660,482,Langeland,LAND,"Skrøbelev By, Skrøbelev",13o,613970.64,6088848.24,SDFE2018,1756931
570715000000051654,11/28/97,600,43,50,Ukendt,Ukendt,482,Langeland,LAND,"Torpe By, Skrøbelev",24a,612933.27,6087533.54,SDFE2018,5844101
570715000000051661,2/9/98,600,44,50,Vestas Wind Systems A/S,V 44-600,482,Langeland,LAND,"Torpe By, Skrøbelev",24b,612964.569999999,6087398.82,SDFE2018,5844301
570715000000051678,11/6/98,660,47,50,Vestas Wind Systems A/S,V 47-660,482,Langeland,LAND,"Torpe By, Skrøbelev",7a,611951.099999999,6086178.28,SDFE2018,5852210
570715000000051685,8/25/98,750,48,50,NEG Micon,NM 750-200/48,482,Langeland,LAND,"Torpe By, Torpe",6a,612117.93,6086131.79999999,SDFE2018,5852212
570715000000051692,11/25/97,600,43,50,Ukendt,Ukendt,482,Langeland,LAND,"Torpe By, Skrøbelev",9a,611978.599999999,6086927.80999999,SDFE2018,5852303
570715000000051753,4/29/81,55,15,18,Vestas Wind Systems A/S,HVK 55,482,Langeland,LAND,"Herslev By, Lindelse",3b,610488.8,6083843.11,SDFE2018,8416109
570715000000051760,10/29/00,1000,54.2,47.8,BONUS,1 MW,482,Langeland,LAND,"Lindelse By, Lindelse",12a,610240.53,6081543.69,SDFE2018,10056221
570715000000051791,9/1/97,600,43,44.6,Ukendt,Ukendt,482,Langeland,LAND,"Haugbølle By, Humble",3a,609360.489999999,6080813.19,SDFE2018,12292214
570715000000051821,10/3/00,800,50,50,Nordex,N 50/800,482,Langeland,LAND,Helsned By,10a,607587.369999999,6078116.55999999,SDFE2018,16536106
570715000000051845,10/20/00,800,50,50,Nordex,N 50/800,482,Langeland,LAND,"Tryggelev By, Tryggelev",16a,608653.04,6075385.91999999,SDFE2018,18564211
570715000000051852,9/22/00,660,47,50,Vestas Wind Systems A/S,V 47-660,482,Langeland,LAND,"Tryggelev By, Tryggelev",13a,608895.13,6075487.04999999,SDFE2018,18564411
570715000000051968,10/23/00,1000,54.2,47.8,BONUS,1 MW,482,Langeland,LAND,"Søndenbro By, Magleby",28,609351.439999999,6069549.75,SDFE2018,21516105
570715000000051975,10/23/00,1000,54.2,47.8,BONUS,1 MW,482,Langeland,LAND,"Søndenbro By, Magleby",26a,609296.26,6070111.09999999,SDFE2018,21516109
570715000000051982,10/25/00,1000,54.2,47.8,BONUS,1 MW,482,Langeland,LAND,"Søndenbro By, Magleby",24a,611228.209999999,6069388.92999999,SDFE2018,21972106
570715000000051999,1/22/97,600,44,40,Vestas Wind Systems A/S,V 44-600,482,Langeland,LAND,"Søndenbro By, Magleby",1r,609338.719999999,6068571.57,SDFE2018,22136103
570715000000052019,12/18/96,600,42,45,Vestas Wind Systems A/S,V 42-600,482,Langeland,LAND,"Bagenkop By, Magleby",5e,607925.27,6067198.00999999,SDFE2018,22288103
570715000000052057,3/20/98,600,42,45,Vestas Wind Systems A/S,V 42-600,482,Langeland,LAND,"Søndenbro By, Magleby",18a,609955.93,6066958.62999999,SDFE2018,23372101
570715000000052088,12/5/97,600,44,50,Vestas Wind Systems A/S,V 44-600,482,Langeland,LAND,"Simmerbølle By, Simmerbølle",6a,612809.959999999,6089375.5,SDFE2018,24284102
570715000000052170,4/3/92,225,27,31.5,Vestas Wind Systems A/S,V 27-225,482,Langeland,LAND,"Helletofte By, Bøstrup",1a,618050,6099105,Stamdata,32104009
570715000000052279,9/18/96,500,37.3,35,Ukendt,Ukendt,482,Langeland,LAND,"Fæbæk By, Bøstrup",9,619559.819999999,6103846.28,SDFE2018,34140229
570715000000052378,12/17/98,1000,54,50,BONUS,MK l,482,Langeland,LAND,"Stoense By, Stoense",3a,620019.76,6107188.04,SDFE2018,37436214
570715000000052439,4/20/89,130,22,24,Ukendt,Ukendt,482,Langeland,LAND,Strynø,45f,603513.41,6084151.80999999,SDFE2018,42049004
570715000000052446,9/22/97,600,43,56.5,NEG Micon,NM 1500-600/150,482,Langeland,LAND,Rudkøbing markjorder,2xb,611213.339999999,6089159.94,SDFE2018,87186044
570715000000056000,11/29/01,900,52.2,44,NEG Micon,NM 52/900,482,Langeland,LAND,Sønderbr Br. Magleby,12a,610747.239999999,6069248.73,SDFE2018,23456119
570715000000060458,11/21/02,750,48.2,50,NEG Micon,NM 48/750,482,Langeland,LAND,"Torpe By, Skrøbelev",6a,612282.27,6086082.67999999,SDFE2018,05 852 512
570715000000060465,9/3/02,1000,54.2,47.8,BONUS,1 MW,482,Langeland,LAND,"Kædeby By, Humble",11a,607939.13,6080065.29,SDFE2018,11464204
570715000000060472,8/30/02,900,52,49,NEG Micon,NM 900,482,Langeland,LAND,Tryggelev By,18a,609622.92,6075528.99,SDFE2018,14 864 307
570715000000060489,12/6/02,900,52,49,NEG Micon,NM 52,482,Langeland,LAND,Svalebølle By Bøstrup,4a,622121.53,6101376.44,SDFE2018,35348 010
570715000000060496,12/6/02,900,52,49,NEG Micon,NM 52,482,Langeland,LAND,Nedergård hgd.Bøstrup,1a,622252.26,6101838.83,SDFE2018,35348006
570715000000060502,12/6/02,900,52,49,NEG Micon,NM 52,482,Langeland,LAND,Svalebølle By Bøstrup,2d,622186.53,6101607.62999999,SDFE2018,35348008
570715000000060519,12/18/02,1500,64,48,NEG Micon,NM 64/1500,482,Langeland,LAND,"Nordenbro By, Magleby",10d,609737.01,6072825.20999999,SDFE2018,19456104
570715000000060526,12/18/02,1500,64,48,NEG Micon,NM 64/1500,482,Langeland,LAND,"Tryggelevgård, Tryggelev",1aa,609261.78,6072883.58,SDFE2018,19076204
570715000000060533,12/19/02,900,52,49,NEG Micon,NM 52/900,482,Langeland,LAND,"Sønderbro By, Magleby",7a,609406.869999999,6068977.66999999,SDFE2018,23820322
570715000000060540,12/23/02,900,52,49,Ukendt,Ukendt,482,Langeland,LAND,Broløkke hgd. Magleby,1e,610975.65,6069726.37999999,SDFE2018,21972108
570715000000064838,6/20/03,800,50,50,Nordex,N 50/43,482,Langeland,LAND,"Rifbjerg by, Simmerbølle",11a,611946.839999999,6090842.99,SDFE2018,25540103
570715000000064845,12/31/03,750,48,50,NEG Micon,NM 48/750,482,Langeland,LAND,"Skattebølle by, Stoense",1a,620388.819999999,6106911.04999999,SDFE2018,37436110
570715000000091834,12/20/10,3000,101,90,SIEMENS,SWT 3.0-101,482,Langeland,LAND,"Lejbølle by, Bøstrup",16q,621401.989999999,6099065.87,SDFE2018,32565103
570715000000091896,1/3/11,3000,101,80,SIEMENS,SWT 3.0-101,482,Langeland,LAND,"Lejbølle by, Bøstrup",13f,621331.91,6098747.69,SDFE2018,32565105
570715000000103582,12/27/10,3000,101,80,SIEMENS,SWT 3.0-101,482,Langeland,LAND,"Lejbølle by, Bøstrup",6q,621261.14,6098428.76999999,SDFE2018,32565102
570715000001551634,3/23/17,25,14,18,Solid Wind Power A/S,SWP25-14TG20,482,Langeland,Land,,,,,Stamdata,
571313153200137826,12/19/13,500,37,35,Ukendt,Ukendt,482,Langeland,LAND,"Fæbæk _By, Bøstrup",8,619571.31,6103939.07,SDFE2018,34140829
571313153200138946,3/27/15,10,13,18,Gaia-Wind Ltd,Gaia Wind 133-10 kW,482,Langeland,Land,,,611617.55,6082387.54999999,SDFE2018,
571313153200139035,6/25/15,10,14,18,Solid Wind Power A/S,SWP-10-16 TG20,482,Langeland,Land,,,619908.449999999,6105841.91,SDFE2018,
571313153200139240,8/17/15,10,13,18.2,Gaia-Wind Ltd,Gaia Wind 133-10 kW,482,Langeland,Land,,,613422.829999999,6085960.50999999,SDFE2018,
571313153200139370,9/23/15,10,14,18,Solid Wind Power A/S,SWP25-14TG20,482,Langeland,Land,,,611180.609999999,6076616.21999999,SDFE2018,
571313153200139394,9/23/15,10,13,18.2,Gaia-Wind Ltd,Gaia Wind 133-10 kW,482,Langeland,Land,,,620651.199999999,6104448.94,SDFE2018,
571313153200139400,9/22/15,10,13,18.2,Gaia-Wind Ltd,Gaia Wind 133-10 kW,482,Langeland,Land,,,620510.17,6104692.05999999,SDFE2018,
571313153200139424,9/22/15,10,13,18.2,Gaia-Wind Ltd,Gaia Wind 133-10 kW,482,Langeland,Land,,,620363.68,6104199.57,SDFE2018,
571313153200139455,9/24/15,25,14,18,Solid Wind Power A/S,SWP25-14TG20,482,Langeland,Land,,,612140.369999999,6086273.21999999,SDFE2018,
571313153200139486,9/26/15,10,14,18,Solid Wind Power A/S,SWP10-14TG20,482,Langeland,Land,,,612658.65,6086781.32,SDFE2018,
571313153200139509,12/15/15,10,14,18,Solid Wind Power A/S,SWP10-14TG20,482,Langeland,Land,,,611176.29,6070851.87,SDFE2018,
571313153200139516,11/16/15,10,14,18,Solid Wind Power A/S,SWP10-14TG20,482,Langeland,Land,,,611061.88,6068552.4,SDFE2018,
571313153200139530,12/8/15,10,13,18.2,Gaia-Wind Ltd,Gaia Wind 133-10 kW,482,Langeland,Land,,,607214.839999999,6078105.83,SDFE2018,
571313153299053205,3/29/17,10,14,18,Solid Wind Power A/S,SWP10-14TG20,482,Langeland,Land,,,,,Stamdata,
570715000000060168,12/5/02,2000,80,60,Vestas Wind Systems A/S,V 80-2 MW,492,Ærø,LAND,Risemark,26b,589425.55,6076946.01,Stamdata,5333/1
570715000000060175,12/5/02,2000,80,60,Vestas Wind Systems A/S,V 80-2 MW,492,Ærø,LAND,Risemark,28b,589773.05,6076762.69,SDFE2018,5333/2
570715000000060182,12/5/02,2000,80,60,Vestas Wind Systems A/S,V 80-2 MW,492,Ærø,LAND,Risemark,31b,590118.25,6076574.36,SDFE2018,5333/3
570715000000139437,11/2/11,2000,80,60,Vestas Wind Systems A/S,V 80-2 MW,492,Ærø,LAND,Dunkær By,10b,590758.569999999,6075909.15,SDFE2018,5671
570715000000139444,11/2/11,2000,80,60,Vestas Wind Systems A/S,V 80-2 MW,492,Ærø,LAND,Dunkær By,11a,591043.469999999,6075679.17999999,SDFE2018,5672
570715000000139468,11/3/11,2000,80,60,Vestas Wind Systems A/S,V 80-2 MW,492,Ærø,LAND,Dunkær By,1a,591328.79,6075449.46999999,SDFE2018,5673
571313144300100278,8/1/15,10,7.1,21.4,Ukendt,Ukendt,492,Ærø,Land,,,,,Stamdata,
571313144300100599,1/28/16,10,7.1,21.3,Ukendt,Ukendt,492,Ærø,Land,,,587663.4,6078537.15,SDFE2018,
570715000000045196,12/28/87,160,23.2,30,Wind World,WW 2320-160,510,Haderslev,LAND,Skibelund,160,504848.809999999,6121853.75999999,SDFE2018,21074
570715000000045219,1/13/89,180,23.2,30,Wind World,WW 2320-180,510,Haderslev,LAND,Melkær,107,503666.619999999,6121491.00999999,SDFE2018,21347
570715000000045257,6/21/89,180,23.2,30,Wind World,WW 2320-180,510,Haderslev,LAND,Melkær,107,503652.63,6121605.92999999,SDFE2018,21453
570715000000045585,7/17/97,600,0.1,0.1,Ukendt,Ukendt,510,Haderslev,LAND,Kastrup,510,504262.76,6122819.37,SDFE2018,22996
570715000000045592,7/17/97,600,48,46,NEG Micon,NM 1800-600/150,510,Haderslev,LAND,Kastrup,372,504107.78,6122435.53,SDFE2018,22997
570715000000045608,7/17/97,600,48,46,NEG Micon,NM 1800-600/150,510,Haderslev,LAND,Gram,9,504030.19,6122243.79999999,SDFE2018,22998
570715000000045615,7/17/97,600,48,46,NEG Micon,NM 1800,510,Haderslev,LAND,Kastrup,34,504220.859999999,6122160.03,SDFE2018,22999
570715000000045639,7/17/97,600,48,46,NEG Micon,NM 1800-600/150,510,Haderslev,LAND,Kastrup,480,504300.46,6122357.55999999,SDFE2018,23038
